software_name,cpe_uri,cpe_vendor,cpe_product,match_confidence,status,nvd_url,last_verified_date,deprecated_at,deprecated_reason,product_id,cpe_coverage_flag,data_quality_notes
DigiCert TrustCore SDK,,,,,not_found,,,,,digicert-trustcore-sdk,,
DINAMO Hardware Security Module Cryptographic Library,,,,,not_found,,,,,DINAMO-Hardware-Security-Module-Cryptogr,,
Docker Engine 28.0,cpe:2.3:a:docker:engine:28.0.4:*:*:*:*:*:*:*,docker,engine,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=docker%20engine%2028.0,2026-08-07,,,docker-engine-28-0,,
DocuSign Intelligent Agreement Management (eSignature + CLM),,,,,not_found,,,,,docusign-iam,,
Dogtag Certificate System,,,,,not_found,,,,,dogtag-certificate-system,,
Dragos Platform,cpe:2.3:a:dragos:dragos_platform:2.2.1:*:*:*:*:*:*:*,dragos,dragos_platform,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=dragos%20platform,2026-08-07,,,dragos-platform,,
Druva Data Resiliency Cloud,,,,,not_found,,,,,druva-data-resiliency-cloud,,
DuckDuckGo Browser,,,,,not_found,,,,,duckduckgo-browser,,
Dyber QuantaTPM,,,,,not_found,,,,,dyber-quantatpm,,
E& Nokia Quantum-Safe Network,,,,,not_found,,,,,e-nokia-quantum-safe-network,,
Easy-RSA,,,,,not_found,,,,,easyrsa-openvpn,,
Eclipse Jetty,cpe:2.3:a:eclipse:jetty:9.3.0:m2:*:*:*:*:*:*,eclipse,jetty,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=eclipse%20jetty,2026-08-07,,,eclipse-jetty,,
Eclipse Mosquitto,cpe:2.3:a:eclipse:mosquitto:0.1:*:*:*:*:*:*:*,eclipse,mosquitto,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=eclipse%20mosquitto,2026-08-07,,,eclipse-mosquitto,,
EigenQ Quantum Encryption Module (QEM),,,,,not_found,,,,,eigenq-quantum-encryption-module-qem,,
EJBCA,,,,,not_found,,,,,ejbca,,
Elastic Stack (ELK),,,,,not_found,,,,,elastic-stack-elk,,
Element (Matrix Protocol),,,,,not_found,,,,,element-matrix-protocol,,
Enquantum PQC Accelerator,,,,,not_found,,,,,enquantum-pqc-accelerator,,
Entrust Cryptographic Platform,,,,,not_found,,,,,entrust-cryptographic-platform,,
Entrust Cryptographic Security Platform,,,,,not_found,,,,,entrust-cryptographic-security-platform,,
Entrust Identity as a Service (IDaaS),,,,,not_found,,,,,entrust-identity-as-a-service-idaas,,
Entrust KeyControl,,,,,not_found,,,,,entrust-keycontrol,,
Entrust nShield,cpe:2.3:h:entrust:nshield_5c:-:*:*:*:*:*:*:*,entrust,nshield_5c,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=entrust%20nshield,2026-08-07,,,entrust-nshield,,
Entrust PKI,,,,,not_found,,,,,entrust-pki,,
Envoy Proxy,cpe:2.3:a:envoyproxy:envoy:1.13.6:*:*:*:*:*:*:*,envoyproxy,envoy,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=envoy%20proxy,2026-08-07,,,envoy-proxy,,
Ericsson Quantum-Safe 5G,,,,,not_found,,,,,ericsson-quantum-safe-5g,,
ESCRYPT Automotive PQC Solutions,,,,,not_found,,,,,escrypt-automotive-pqc-solutions,,
essendi xc,,,,,not_found,,,,,essendi-xc,,
Ethereum (Geth),,,,,not_found,,,,,ethereum-geth,,
EUDI Reference Wallet,,,,,not_found,,,,,eudi-reference-wallet,,
EVERTRUST HORIZON,,,,,not_found,,,,,evertrust-horizon,,
EVERTRUST STREAM,,,,,not_found,,,,,evertrust-stream,,
Eviden IDnomic PKI,,,,,not_found,,,,,eviden-idnomic-pki,,
Eviden PQC HSMaaS,,,,,not_found,,,,,eviden-pqc-hsmaas,,
Eviden Trustway Proteccio NetHSM,,,,,not_found,,,,,eviden-trustway-proteccio-nethsm,,
evolutionQ BasejumpQDN,,,,,not_found,,,,,evolutionq-basejumpqdn,,
evolutionQ BasejumpSKI,,,,,not_found,,,,,evolutionq-basejumpski,,
ExeQuantum,,,,,not_found,,,,,exequantum,,
ExpressVPN Lightway,,,,,not_found,,,,,expressvpn-lightway,,
F5 ADSP PQC,,,,,not_found,,,,,f5-adsp-pqc,,
F5 BIG-IP,cpe:2.3:h:f5:big-ip:-:*:*:*:*:*:*:*,f5,big-ip,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=f5%20big-ip,2026-08-07,,,f5-big-ip,,
F5 BIG-IP Post-Quantum Cryptography,,,,,not_found,,,,,f5-big-ip-pqc,,
Falcon Reference Implementation,,,,,not_found,,,,,falcon-reference-implementation,,
Fastly Edge Cloud,,,,,not_found,,,,,fastly-edge-cloud,,
Fastly PQC CDN,,,,,not_found,,,,,fastly-pqc-cdn,,
Fedora Linux,cpe:2.3:a:fedoraproject:fedora_extra_packages_for_enterprise_linux:7.0:*:*:*:*:*:*:*,fedoraproject,fedora_extra_packages_for_enterprise_linux,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fedora%20linux,2026-08-07,,,fedora-linux,,
FENASBAC Pix PQC Research,,,,,not_found,,,,,fenasbac-pix-pqc-research,,
FileVault (macOS),,,,,not_found,,,,,filevault-macos,,
Fireblocks,,,,,not_found,,,,,fireblocks,,
FIS Modern Banking,,,,,not_found,,,,,fis-modern-banking,,
Forcepoint DLP,,,,,not_found,,,,,forcepoint-dlp,,
ForgeRock Access Management (AM),cpe:2.3:a:forgerock:access_management:5.0.0:*:*:*:*:*:*:*,forgerock,access_management,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=forgerock%20access%20management%20%28am%29,2026-08-07,,,forgerock-access-management,,
Fortanix Data Security Manager,,,,,not_found,,,,,fortanix-data-security-manager,,
Fortanix PQC Central,,,,,not_found,,,,,fortanix-pqc-central,,
Fortinet FortiAuthenticator,cpe:2.3:a:fortinet:fortiauthenticator:3.0.0:*:*:*:*:*:*:*,fortinet,fortiauthenticator,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortiauthenticator,2026-08-07,,,fortinet-fortiauthenticator,,
Fortinet FortiGate (FortiOS),,,,,not_found,,,,,fortinet-fortigate-fortios,,
Fortinet FortiGate-Rugged,,,,,not_found,,,,,fortinet-fortigate-rugged,,
Fortinet FortiManager,cpe:2.3:o:fortinet:fortimanager_firmware:5.0.3:*:*:*:*:*:*:*,fortinet,fortimanager_firmware,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortimanager,2026-08-07,,,fortinet-fortimanager,,
Fortinet FortiOS,cpe:2.3:o:fortinet:fortios:4.3.10:*:*:*:*:*:*:*,fortinet,fortios,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortios,2026-08-07,,,fortinet-fortios,,
Fortinet FortiWeb,cpe:2.3:a:fortinet:fortiweb:5.0.4:*:*:*:*:*:*:*,fortinet,fortiweb,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortiweb,2026-08-07,,,fortinet-fortiweb,,
FortiPQC Software Library,,,,,not_found,,,,,fortipqc-software-library,,
Forward Edge-AI Isidore Quantum,,,,,not_found,,,,,forward-edge-ai-isidore-quantum,,
Forward Edge-AI Space Router,,,,,not_found,,,,,forward-edge-ai-space-router,,
FreeBSD,cpe:2.3:o:freebsd:freebsd:-:*:*:*:*:*:*:*,freebsd,freebsd,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=freebsd%20freebsd,2026-08-07,,,freebsd,,
FreeRTOS,,,,,not_found,,,,,freertos,,
Fujitsu PQC Networks,,,,,not_found,,,,,fujitsu-pqc-networks,,
FusionAuth,cpe:2.3:a:fusionauth:fusionauth:1.0.13:*:*:*:*:*:*:*,fusionauth,fusionauth,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fusionauth%20fusionauth,2026-08-07,,,fusionauth,,
Futurex Cloud,,,,,not_found,,,,,futurex-cloud,,
Futurex CryptoHub,,,,,not_found,,,,,futurex-cryptohub,,
Futurex GSP4000 Hardware Security Module,,,,,not_found,,,,,futurex-gsp4000-hardware-security-module,,
Futurex Vectera Plus,,,,,not_found,,,,,futurex-vectera-plus,,
G+D Quantum-Safe SIM Platform,,,,,not_found,,,,,g-d-quantum-safe-sim-platform,,
Galileo AI Observability and Eval Platform,,,,,not_found,,,,,galileo-ai-platform,,
Garantir GaraTrust,,,,,not_found,,,,,garantir-garatrust,,
GCP Secret Manager,,,,,not_found,,,,,gcp-secret-manager,,
General Dynamics Mission,,,,,not_found,,,,,general-dynamics-mission,,
Genua Quantum-Resistant VPN,,,,,not_found,,,,,genua-quantum-resistant-vpn,,
Giesecke+Devrient PQC ID Card,,,,,not_found,,,,,giesecke-devrient-pqc-id-card,,
GitHub Actions,cpe:2.3:a:github:runner:2.298.2:*:*:*:*:*:*:*,github,runner,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=github%20actions,2026-08-07,,,github-actions,,
GitHub Copilot Security,,,,,not_found,,,,,github-copilot-security,,
GitHub SSH PQC,,,,,not_found,,,,,github-ssh-pqc,,
GitLab CI/CD,,,,,not_found,,,2026-09-24,"catalogue product ""GitLab CI/CD"" is deprecated",,,
GlobalSign Atlas CLM,,,,,not_found,,,,,globalsign-atlas-clm,,
GlobalSign Digital Signing Service,,,,,not_found,,,,,globalsign-digital-signing-service,,
Gmail / Google Workspace,,,,,not_found,,,,,gmail-google-workspace,,
GnuPG,cpe:2.3:a:gnupg:gnupg:1.4.3:*:*:*:*:*:*:*,gnupg,gnupg,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=gnupg%20gnupg,2026-08-07,,,gnupg,,
GnuTLS,cpe:2.3:a:gnu:gnutls:-:*:*:*:*:*:*:*,gnu,gnutls,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=gnu%20gnutls,2026-08-07,,,gnutls,,
Go stdlib crypto/mlkem,,,,,not_found,,,,,go-stdlib-crypto-mlkem,,
go-jose v4,,,,,not_found,,,,,go-jose-v4,,
Google ALTS,,,,,not_found,,,,,google-alts,,
Google Chrome,cpe:2.3:a:google:chrome:0.2.149.29:*:*:*:*:*:*:*,google,chrome,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=google%20chrome,2026-08-07,,,google-chrome,,
Google Cloud CDN,,,,,not_found,,,,,google-cloud-cdn,,
Google Cloud HSM,,,,,not_found,,,,,google-cloud-hsm,,
Google Cloud KMS,,,,,not_found,,,,,google-cloud-kms,,
Google Cloud KMS (Cloud Gateway),,,,,not_found,,,,,google-cloud-kms-cloud-gateway,,
Google Cloud Platform (GCP),,,,,not_found,,,,,google-cloud-platform-gcp,,
Google GKE,,,,,not_found,,,,,google-gke,,
Google OpenTitan,,,,,not_found,,,,,google-opentitan,,
Google Tink,cpe:2.3:a:google:tink:1.0.0:*:*:*:*:*:*:*,google,tink,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=google%20tink,2026-09-07,,,google-tink,,
GPG Code Signing,,,,,not_found,,,,,gpg-code-signing,,
HAETAE Reference Implementation,,,,,not_found,,,,,haetae-reference-implementation,,
HAProxy,cpe:2.3:a:haproxy:haproxy:1.4.20:*:*:*:*:*:*:*,haproxy,haproxy,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=haproxy%20haproxy,2026-08-07,,,haproxy,,
hash-sigs,,,,,not_found,,,,,hash-sigs,,
HashiCorp Boundary,cpe:2.3:a:hashicorp:boundary:0.1.8:*:*:*:*:*:*:*,hashicorp,boundary,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hashicorp%20boundary,2026-08-07,,,hashicorp-boundary,,
HashiCorp Consul Connect (Service Mesh),,,,,not_found,,,,,hashicorp-consul-connect-service-mesh,,
HashiCorp Vault,cpe:2.3:a:hashicorp:vault:0.1.0:*:*:*:*:*:*:*,hashicorp,vault,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hashicorp%20vault,2026-08-07,,,hashicorp-vault,,
HashiCorp Vault Transit,,,,,not_found,,,,,hashicorp-vault-transit,,
HAWK Reference Implementation,,,,,not_found,,,,,hawk-reference-implementation,,
hbs-lms,,,,,not_found,,,,,hbs-lms,,
Hex Trust Institutional Custody,,,,,not_found,,,,,hex-trust-custody,,
HID Global Cryptographic Module,,,,,not_found,,,,,hid-global-cryptographic-module,,
HiddenLayer Model Scanner,,,,,not_found,,,,,hiddenlayer-model-scanner,,
Higher Ground CipherLinq,,,,,not_found,,,,,Higher-Ground-CipherLinq,,
Hikvision FIPS Provider,,,,,not_found,,,,,Hikvision-FIPS-Provider,,
HIPAA (Quantum Security Rule),,,,,not_found,,2026-04-01,2026-07-11,not in regen,hipaa-quantum-security-rule,cpe_not_found_pending_nvd,'HIPAA (Quantum Security Rule)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
HiPKI SafGuard 2000 PQC Library,,,,,not_found,,,,,HiPKI-SafGuard-2000-PQC-Library,,
Hitachi DoMobile,,,,,not_found,,,,,hitachi-domobile,,
HNDL Simulator (hndl-dev),,,,,not_found,,,,,hndl-simulator-hndl-dev,,
HP Endpoint Security Controller Cryptographic Library,,,,,not_found,,,,,hp-endpoint-security-controller-cryptographic-library,,
HP Enterprise Printers PQC,,,,,not_found,,,,,hp-enterprise-printers-pqc,,
HPE Alletra MP,,,,,not_found,,,,,hpe-alletra-mp,,
HPE Aruba ArubaOS-CX,cpe:2.3:o:hpe:arubaos-cx:10.06.0001:*:*:*:*:*:*:*,hpe,arubaos-cx,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hpe%20aruba%20arubaos-cx,2026-08-07,,,hpe-aruba-arubaos-cx,,
HPE Cryptographic Module,,,,,not_found,,,,,HPE-Cryptographic-Module,,
HPE ProLiant Gen12,,,,,not_found,,,,,hpe-proliant-gen12,,
HQC Algorithm,,,,,not_found,,,,,hqc-algorithm,,
HQC Reference Implementation,,,,,not_found,,,,,hqc-reference-implementation,,
Huawei PQC Network Security,,,,,not_found,,,,,huawei-pqc-network-security,,
HYCU Cryptographic Library Module,,,,,not_found,,,,,HYCU-Cryptographic-Library-Module,,
Hyland OnBase,cpe:2.3:a:hyland:onbase:18.0.0.0:*:*:*:*:*:*:*,hyland,onbase,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hyland%20onbase,2026-08-07,,,hyland-onbase,,
Hyperledger Aries (ACA-Py),,,,,not_found,,,,,hyperledger-aries-aca-py,,
Hyperledger Besu,,,,,not_found,,,,,hyperledger-besu,,
Hyperledger Fabric,cpe:2.3:a:hyperledger:fabric:1.4.0:*:*:*:*:*:*:*,hyperledger,fabric,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hyperledger%20fabric,2026-08-07,,,hyperledger-fabric,,
Hyperledger Fabric 3.0 PQC,,,,,not_found,,,,,hyperledger-fabric-3-0-pqc,,
I4P Trident HSM,,,,,not_found,,,,,i4p-trident-hsm,,
IBM Aspera,cpe:2.3:a:ibm:aspera_application_platform_on_demand:-:*:*:*:*:*:*:*,ibm,aspera_application_platform_on_demand,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20aspera,2026-08-07,,,ibm-aspera,,
IBM Cloud HSM (Utimaco),,,,,not_found,,2026-04-01,2026-07-11,not in regen,ibm-cloud-hsm-utimaco,cpe_not_found_pending_nvd,'IBM Cloud HSM (Utimaco)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
IBM Db2,cpe:2.3:a:ibm:db2:-:*:*:*:*:*:*:*,ibm,db2,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20db2,2026-08-07,,,ibm-db2,,
IBM Guardium Key Lifecycle Manager,cpe:2.3:a:ibm:security_guardium_key_lifecycle_manager:4.1.0:*:*:*:*:*:*:*,ibm,security_guardium_key_lifecycle_manager,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20guardium%20key%20lifecycle%20manager,2026-08-07,,,ibm-guardium-key-lifecycle-manager,,
IBM Guardium Quantum Safe,,,,,not_found,,,,,ibm-guardium-quantum-safe,,
IBM Guardium Safe,,,,,not_found,,,,,ibm-guardium-quantum-safe,,
IBM Hyper Protect Crypto Services,,,,,not_found,,,,,ibm-hyper-protect-crypto,,
IBM LinuxONE PQC,,,,,not_found,,,,,ibm-linuxone-pqc,,
IBM MQ,cpe:2.3:a:ibm:websphere_mq:-:*:*:*:*:*:*:*,ibm,websphere_mq,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20mq,2026-08-07,,,ibm-mq,,
IBM Quantum Safe Migration Orchestrator,,,,,not_found,,,,,IBM-Quantum-Safe-Migration-Orchestrator,,
IBM Quantum Safe Toolkit,,,,,not_found,,,,,ibm-quantum-safe-toolkit,,
IBM Security Guardium Data Protection,,,,,not_found,,,,,ibm-security-guardium-data-protection,,
IBM Storage Scale 5.2,cpe:2.3:a:ibm:storage_scale:5.2.3.0:*:*:*:*:*:*:*,ibm,storage_scale,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20storage%20scale%205.2,2026-08-07,,,ibm-storage-scale-5-2,,
IBM z/OS Cryptographic Services (ICSF),,,,,not_found,,,,,ibm-z-os-cryptographic-services-icsf,,
IBM z/VSE,,,,,not_found,,,,,ibm-z-vse,,
IBM z16 Crypto Express 8S,,,,,not_found,,,,,ibm-z16-crypto-express-8s,,
IBM z17 Quantum Safe,,,,,not_found,,,,,ibm-z17-quantum-safe,,
ID Quantique Cerberis XGR QKD,,,,,not_found,,,2026-09-24,"catalogue product ""ID Quantique Cerberis XGR QKD"" is deprecated",,,
ID Quantique Quantis QRNG,,,,,not_found,,,,,id-quantique-quantis-qrng,,
IDEMIA Digital Identity Platform,,,,,not_found,,,,,idemia-digital-identity-platform,,
IDEMIA PQC Accelerator,,,,,not_found,,,,,idemia-pqc-accelerator,,
IDEMIA PQC Secure Element,,,,,not_found,,,,,idemia-pqc-secure-element,,
IDEMIA Sphere Cryptographic Library,,,,,not_found,,,,,IDEMIA-Sphere-Cryptographic-Library,,
Imperva WAF,,,,,not_found,,,,,imperva-waf,,
Infineon AURIX TC49 PQC,,,,,not_found,,,,,infineon-aurix-tc49-pqc,,
Infineon IFX_CCI_00007Ah/8Fh Crypto Suite,,,,,not_found,,,,,Infineon-IFX-CCI-00007Ah-8Fh-Crypto-Suit,,
Infineon OPTIGA TPM SLB 9672,,,,,not_found,,,,,infineon-optiga-tpm-slb-9672,,
Infineon PSOC Control C3 PQC,,,,,not_found,,,,,infineon-psoc-control-c3-pqc,,
Infineon TEGRION SLC27 PQC,,,,,not_found,,,,,infineon-tegrion-slc27-pqc,,
Infineon TEGRION SLI22 Automotive,,,,,not_found,,,,,infineon-tegrion-sli22-automotive,,
InformaCast Advanced and Fusion Server Java Crypto Library,,,,,not_found,,,,,InformaCast-Advanced-and-Fusion-Server-J,,
InfoSec Global AgileSec,,,,,not_found,,,,,infosecglobal-agilesec,,
Intel Platform Trust Technology (PTT),,,,,not_found,,,,,intel-platform-trust-technology-ptt,,
Intel TDX (Trust Domain Extensions),,,,,not_found,,,,,intel-tdx-trust-domain-extensions,,
Internxt Drive PQC,,,,,not_found,,,,,internxt-drive-pqc,,
Inturai PQ Station ESP32,,,,,not_found,,,,,inturai-pq-station-esp32,,
iOS 26 / macOS 26,,,,,not_found,,,,,ios-26-macos-26,,
IOTA,,,,,not_found,,,,,iota,,
IP Cores PQC1,,,,,not_found,,,,,ip-cores-pqc1,,
IronCore Labs SaaS Shield,,,,,not_found,,,,,ironcore-labs-saas-shield,,
ISARA Advance,,,,,not_found,,,,,isara-advance,,
ISARA Radiate,,,,,not_found,,,,,isara-radiate,,
ISC BIND 9.21,cpe:2.3:a:isc:bind:9.21.0:*:*:*:-:*:*:*,isc,bind,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=isc%20bind%209.21,2026-08-07,,,isc-bind-9-21,,
Istio Service Mesh,,,,,not_found,,,,,istio-service-mesh,,
ITE LAx-551x Embedded Controller with PQC Cryptographic Engine,,,,,not_found,,,,,ITE-LAx-551x-Embedded-Controller-with-PQ,,
Ivanti Neurons for MDM,,,,,not_found,,,,,ivanti-neurons-for-mdm,,
IVPN,cpe:2.3:a:ivpn:ivpn:2.6.6120.33863:*:*:*:*:windows:*:*,ivpn,ivpn,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ivpn%20ivpn,2026-08-07,,,ivpn,,
Jamf Pro,cpe:2.3:a:jamf:jamf:8.5:*:*:*:pro:*:*:*,jamf,jamf,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=jamf%20pro,2026-08-07,,,jamf-pro,,
Java 24 PQC Runtime,,,,,not_found,,,,,java-24-pqc-runtime,,
Java jarsigner (JDK),,,,,not_found,,,,,java-jarsigner-jdk,,
Jenkins,,,,,not_found,,,,,jenkins,,
JEP 527: Post-Quantum Hybrid Key Exchange for TLS 1.3,,,,,not_found,,,,,JEP-527-Post-Quantum-Hybrid-Key-Exchange,,
JetBrains TeamCity 2026.1,cpe:2.3:a:jetbrains:teamcity:2026.1:*:*:*:*:*:*:*,jetbrains,teamcity,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=jetbrains%20teamcity%202026.1,2026-08-07,,,jetbrains-teamcity-2026-1,,
JFrog Artifactory,cpe:2.3:a:jfrog:artifactory:1.0:*:*:*:*:jenkins:*:*,jfrog,artifactory,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=jfrog%20artifactory,2026-08-07,,,jfrog-artifactory,,
Jmem PUF-Embedded Quantum-Safe PQCryptoEngine,,,,,not_found,,,,,Jmem-PUF-Embedded-Quantum-Safe-PQCryptoE,,
jose4j,cpe:2.3:a:jose4j_project:jose4j:0.9.3:*:*:*:*:*:*:*,jose4j_project,jose4j,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=jose4j%20jose4j,2026-08-07,,,jose4j,,
jsonwebtoken (auth0),,,,,not_found,,,,,jsonwebtoken-auth0,,
JumpCloud Directory Platform,,,,,not_found,,,,,jumpcloud-directory-platform,,
Juniper Junos OS,cpe:2.3:o:juniper:junos:12.3x48:-:*:*:*:*:*:*,juniper,junos,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=juniper%20junos%20os,2026-08-07,,,juniper-junos-os,,
Juniper SRX Series Firewalls,,,,,not_found,,,,,juniper-srx-series-firewalls,,
Kaseya FIPS Cryptographic Module for Java,,,,,not_found,,,,,Kaseya-FIPS-Cryptographic-Module-for-Jav,,
Keeper Security,cpe:2.3:a:keepersecurity:keeper:16.10.2:*:*:*:*:*:*:*,keepersecurity,keeper,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=keeper%20security,2026-08-07,,,keeper-security,,
Keycloak,cpe:2.3:a:keycloak:keycloak-nodejs-auth-utils:2.5.0:*:*:*:*:*:*:*,keycloak,keycloak-nodejs-auth-utils,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=keycloak%20keycloak,2026-08-07,,,keycloak,,
Keyfactor 2026 Trends,,,,,not_found,,,2026-09-24,"catalogue product ""Keyfactor 2026 Trends"" is deprecated",,,
Keyfactor AgileSec Analytics,,,,,not_found,,,,,keyfactor-agilesec-analytics,,
Keyfactor Command,cpe:2.3:a:keyfactor:command:10.5.0:*:*:*:*:*:*:*,keyfactor,command,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=keyfactor%20command,2026-08-07,,,keyfactor-command,,
Keyfactor EJBCA,cpe:2.3:a:keyfactor:ejbca:8.0.0:*:*:*:*:*:*:*,keyfactor,ejbca,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=keyfactor%20ejbca,2026-08-07,,,keyfactor-ejbca,,
Keysight CyPerf,,,,,not_found,,,,,keysight-cyperf,,
Keysight Inspector,,,,,not_found,,,,,keysight-inspector,,
KIOXIA FIPS TC58NC1137GTC Crypto Sub-Chip Class A1,,,,,not_found,,,,,KIOXIA-FIPS-TC58NC1137GTC-Crypto-Sub-Chi,,
Kiteworks PQC File Sharing,,,,,not_found,,,,,kiteworks-pqc-file-sharing,,
KiviCore PQC IP Cores,,,,,not_found,,,,,kivicore-pqc-ip-cores,,
Kloudfuse Java Cryptographic Module,,,,,not_found,,,,,Kloudfuse-Java-Cryptographic-Module,,
kmip-go (ThalesGroup),,,,,not_found,,,,,thalesgroup-kmip-go,,
Komainu Custody,,,,,not_found,,,,,komainu-custody,,
Kong API Gateway,,,,,not_found,,,,,kong-api-gateway,,
Kryptonite Shipovnik PQC Signature (Russia),,,,,not_found,,,,,kryptonite-shipovnik-pqc-signature-russia,,
Kryptus kNET HSM PQC,,,,,not_found,,,,,kryptus-knet-hsm-pqc,,
Kubernetes,cpe:2.3:a:kubernetes:kubernetes:-:*:*:*:*:*:*:*,kubernetes,kubernetes,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=kubernetes%20kubernetes,2026-08-07,,,kubernetes,,
Kudelski IoT Security Platform,,,,,not_found,,,,,kudelski-iot-security-platform,,
Lakera Guard,,,,,not_found,,,,,lakera-guard,,
Landis+Gyr SEALSQ Smart Grid PKI,,,,,not_found,,,,,landis-gyr-sealsq-smart-grid-pki,,
Lattice MachXO5-NX,,,,,not_found,,,,,lattice-machxo5-nx,,
ldnsutils (NLnetLabs ldns),,,,,not_found,,,,,nlnetlabs-ldnsutils,,
leancrypto,cpe:2.3:a:leancrypto:leancrypto:1.7.1:*:*:*:*:*:*:*,leancrypto,leancrypto,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=leancrypto%20leancrypto,2026-08-07,,,leancrypto,,
Ledger Enterprise,,,,,not_found,,,,,ledger-enterprise,,
Ledger SDK Post-Quantum Cryptography,,,,,not_found,,,,,Ledger-SDK-Post-Quantum-Cryptography,,
Let's Encrypt,,,,,not_found,,,,,let-s-encrypt,,
libbitcoinpqc,,,,,not_found,,,,,libbitcoinpqc,,
libcrux,,,,,not_found,,,,,cryspen-libcrux,,
libgcrypt,,,,,not_found,,,,,libgcrypt,,
liboqs,cpe:2.3:a:openquantumsafe:liboqs:0.10.1:-:*:*:*:*:*:*,openquantumsafe,liboqs,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openquantumsafe%20liboqs,2026-08-07,,,liboqs,,
liboqs-rust (oqs crate),,,,,not_found,,,,,liboqs-rust-oqs-crate,,
libpqsecure,,,,,not_found,,,,,libpqsecure,,
Libpqsecure-rs,,,,,not_found,,,,,Libpqsecure-rs,,
